Date,RevenueCenterName,Month,DayOfWeek,IsWeekend,IsHoliday,BreakFast,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m
2023-08-28,RevenueCenter_5,8,0,0,0,13505.0,13096.0,14247.0,18525.6
2023-08-29,RevenueCenter_5,8,1,0,0,17267.0,13505.0,16358.0,16151.0
2023-08-30,RevenueCenter_5,8,2,0,0,18165.0,17267.0,15763.0,14721.0
2023-08-31,RevenueCenter_5,8,3,0,0,16264.0,18165.0,16654.0,12789.0
2023-09-01,RevenueCenter_5,9,4,1,0,14097.0,16264.0,16904.0,12422.0
2023-09-02,RevenueCenter_5,9,5,1,0,16048.0,14097.0,14858.0,13964.0
2023-09-03,RevenueCenter_5,9,6,0,0,13653.0,16048.0,13096.0,14589.0
2023-09-04,RevenueCenter_5,9,0,0,0,13894.0,13653.0,13505.0,13875.0
2023-09-05,RevenueCenter_5,9,1,0,0,14137.0,13894.0,17267.0,16364.0
2023-09-06,RevenueCenter_5,9,2,0,0,14510.0,14137.0,18165.0,15337.0
2023-09-07,RevenueCenter_5,9,3,0,0,16186.0,14510.0,16264.0,15781.0
2023-09-08,RevenueCenter_5,9,4,1,0,15882.0,16186.0,14097.0,16399.0
2023-09-09,RevenueCenter_5,9,5,1,0,15031.0,15882.0,16048.0,15614.0
2023-09-10,RevenueCenter_5,9,6,0,0,13610.0,15031.0,13653.0,14394.0
2023-09-11,RevenueCenter_5,9,0,0,0,12430.0,13610.0,13894.0,13764.0
2023-09-12,RevenueCenter_5,9,1,0,0,13740.0,12430.0,14137.0,14568.0
2023-09-13,RevenueCenter_5,9,2,0,0,15043.0,13740.0,14510.0,14320.0
2023-09-14,RevenueCenter_5,9,3,0,0,15851.0,15043.0,16186.0,14186.0
2023-09-15,RevenueCenter_5,9,4,1,0,15169.0,15851.0,15882.0,14948.5
2023-09-16,RevenueCenter_5,9,5,1,0,14653.0,15169.0,15031.0,12486.0
2023-09-17,RevenueCenter_5,9,6,0,0,13620.0,14653.0,13610.0,15410.0
2023-09-18,RevenueCenter_5,9,0,0,0,15299.0,13620.0,12430.0,13815.0
2023-09-19,RevenueCenter_5,9,1,0,0,13362.0,15299.0,13740.0,15961.0
2023-09-20,RevenueCenter_5,9,2,0,0,14290.0,13362.0,15043.0,14247.0
2023-09-21,RevenueCenter_5,9,3,0,0,17504.0,14290.0,15851.0,16358.0
2023-09-22,RevenueCenter_5,9,4,1,0,17492.0,17504.0,15169.0,15763.0
2023-09-23,RevenueCenter_5,9,5,1,0,16899.0,17492.0,14653.0,16654.0
2023-09-24,RevenueCenter_5,9,6,0,0,15163.0,16899.0,13620.0,16904.0
2023-09-25,RevenueCenter_5,9,0,0,0,14285.0,15163.0,15299.0,14858.0
2023-09-26,RevenueCenter_5,9,1,0,0,14295.0,14285.0,13362.0,13096.0
2023-09-27,RevenueCenter_5,9,2,0,0,13306.0,14295.0,14290.0,13505.0
2023-09-28,RevenueCenter_5,9,3,0,0,14164.0,13306.0,17504.0,17267.0
2023-09-29,RevenueCenter_5,9,4,1,0,14700.0,14164.0,17492.0,18165.0
2023-09-30,RevenueCenter_5,9,5,1,0,14807.0,14700.0,16899.0,16264.0
2023-10-01,RevenueCenter_5,10,6,0,0,13996.0,14807.0,15163.0,14097.0
2023-10-02,RevenueCenter_5,10,0,0,0,13681.0,13996.0,14285.0,16048.0
2023-10-03,RevenueCenter_5,10,1,0,0,14439.0,13681.0,14295.0,13653.0
2023-10-04,RevenueCenter_5,10,2,0,0,14986.0,14439.0,13306.0,13894.0
2023-10-05,RevenueCenter_5,10,3,0,0,14470.0,14986.0,14164.0,14137.0
2023-10-06,RevenueCenter_5,10,4,1,0,13522.0,14470.0,14700.0,14510.0
2023-10-07,RevenueCenter_5,10,5,1,0,13643.0,13522.0,14807.0,16186.0
2023-10-08,RevenueCenter_5,10,6,0,0,11522.0,13643.0,13996.0,15882.0
2023-10-09,RevenueCenter_5,10,0,0,0,14317.0,11522.0,13681.0,15031.0
2023-10-10,RevenueCenter_5,10,1,0,0,10882.0,14317.0,14439.0,13610.0
2023-10-11,RevenueCenter_5,10,2,0,0,11403.0,10882.0,14986.0,12430.0
2023-10-12,RevenueCenter_5,10,3,0,0,10472.0,11403.0,14470.0,13740.0
2023-10-13,RevenueCenter_5,10,4,1,0,9849.0,10472.0,13522.0,15043.0
2023-10-14,RevenueCenter_5,10,5,1,0,9863.0,9849.0,13643.0,15851.0
2023-10-15,RevenueCenter_5,10,6,0,0,12563.0,9863.0,11522.0,15169.0
2023-10-16,RevenueCenter_5,10,0,0,0,12114.0,12563.0,14317.0,14653.0
2023-10-17,RevenueCenter_5,10,1,0,0,12851.0,12114.0,10882.0,13620.0
2023-10-18,RevenueCenter_5,10,2,0,0,14142.0,12851.0,11403.0,15299.0
2023-10-19,RevenueCenter_5,10,3,0,0,13366.0,14142.0,10472.0,13362.0
2023-10-20,RevenueCenter_5,10,4,1,0,15533.0,13366.0,9849.0,14290.0
2023-10-21,RevenueCenter_5,10,5,1,0,15133.0,15533.0,9863.0,17504.0
2023-10-22,RevenueCenter_5,10,6,0,0,14639.5,15133.0,12563.0,17492.0
2023-10-23,RevenueCenter_5,10,0,0,0,13177.0,14639.5,12114.0,16899.0
2023-10-24,RevenueCenter_5,10,1,0,0,14091.0,13177.0,12851.0,15163.0
2023-10-25,RevenueCenter_5,10,2,0,0,15182.0,14091.0,14142.0,14285.0
2023-10-26,RevenueCenter_5,10,3,0,0,17846.0,15182.0,13366.0,14295.0
2023-10-27,RevenueCenter_5,10,4,1,0,15815.0,17846.0,15533.0,13306.0
2023-10-28,RevenueCenter_5,10,5,1,0,14392.0,15815.0,15133.0,14164.0
2023-10-29,RevenueCenter_5,10,6,0,0,13552.0,14392.0,14639.5,14700.0
2023-10-30,RevenueCenter_5,10,0,0,0,21454.0,13552.0,13177.0,14807.0
2023-10-31,RevenueCenter_5,10,1,0,0,19598.0,21454.0,14091.0,13996.0
2023-11-01,RevenueCenter_5,11,2,0,0,21214.0,19598.0,15182.0,13681.0
2023-11-02,RevenueCenter_5,11,3,0,0,20580.0,21214.0,17846.0,14439.0
2023-11-03,RevenueCenter_5,11,4,1,0,14302.0,20580.0,15815.0,14986.0
2023-11-04,RevenueCenter_5,11,5,1,0,12245.0,14302.0,14392.0,14470.0
2023-11-05,RevenueCenter_5,11,6,0,0,13954.0,12245.0,13552.0,13522.0
2023-11-06,RevenueCenter_5,11,0,0,0,12901.0,13954.0,21454.0,13643.0
2023-11-07,RevenueCenter_5,11,1,0,0,14624.0,12901.0,19598.0,11522.0
2023-11-08,RevenueCenter_5,11,2,0,0,14996.0,14624.0,21214.0,14317.0
2023-11-09,RevenueCenter_5,11,3,0,0,13973.0,14996.0,20580.0,10882.0
2023-11-10,RevenueCenter_5,11,4,1,0,14997.0,13973.0,14302.0,11403.0
2023-11-11,RevenueCenter_5,11,5,1,0,14145.0,14997.0,12245.0,10472.0
2023-11-12,RevenueCenter_5,11,6,0,0,12621.0,14145.0,13954.0,9849.0
2023-11-13,RevenueCenter_5,11,0,0,0,13922.0,12621.0,12901.0,9863.0
2023-11-14,RevenueCenter_5,11,1,0,0,14289.0,13922.0,14624.0,12563.0
2023-11-15,RevenueCenter_5,11,2,0,0,14918.0,14289.0,14996.0,12114.0
2023-11-16,RevenueCenter_5,11,3,0,0,16487.0,14918.0,13973.0,12851.0
2023-11-17,RevenueCenter_5,11,4,1,0,17566.0,16487.0,14997.0,14142.0
2023-11-18,RevenueCenter_5,11,5,1,0,16217.0,17566.0,14145.0,13366.0
2023-11-19,RevenueCenter_5,11,6,0,0,13525.0,16217.0,12621.0,15533.0
2023-11-20,RevenueCenter_5,11,0,0,0,15236.0,13525.0,13922.0,15133.0
2023-11-21,RevenueCenter_5,11,1,0,0,15436.0,15236.0,14289.0,14639.5
2023-11-22,RevenueCenter_5,11,2,0,0,14880.0,15436.0,14918.0,13177.0
2023-11-23,RevenueCenter_5,11,3,0,0,16416.0,14880.0,16487.0,14091.0
2023-11-24,RevenueCenter_5,11,4,1,0,16857.0,16416.0,17566.0,15182.0
2023-11-25,RevenueCenter_5,11,5,1,0,16951.0,16857.0,16217.0,17846.0
2023-11-26,RevenueCenter_5,11,6,0,0,17929.0,16951.0,13525.0,15815.0
2023-11-27,RevenueCenter_5,11,0,0,0,17120.0,17929.0,15236.0,14392.0
2023-11-28,RevenueCenter_5,11,1,0,0,17433.0,17120.0,15436.0,13552.0
2023-11-29,RevenueCenter_5,11,2,0,0,14624.0,17433.0,14880.0,21454.0
2023-11-30,RevenueCenter_5,11,3,0,0,13631.0,14624.0,16416.0,19598.0
2023-12-01,RevenueCenter_5,12,4,1,0,16168.0,13631.0,16857.0,21214.0
2023-12-02,RevenueCenter_5,12,5,1,1,13328.0,16168.0,16951.0,20580.0
2023-12-03,RevenueCenter_5,12,6,0,1,15124.0,13328.0,17929.0,14302.0
2023-12-04,RevenueCenter_5,12,0,0,0,15660.0,15124.0,17120.0,12245.0
2023-12-05,RevenueCenter_5,12,1,0,0,16970.0,15660.0,17433.0,13954.0
2023-12-06,RevenueCenter_5,12,2,0,0,16393.0,16970.0,14624.0,12901.0
2023-12-07,RevenueCenter_5,12,3,0,0,15512.0,16393.0,13631.0,14624.0
2023-12-08,RevenueCenter_5,12,4,1,0,16990.0,15512.0,16168.0,14996.0
2023-12-09,RevenueCenter_5,12,5,1,0,20017.0,16990.0,13328.0,13973.0
2023-12-10,RevenueCenter_5,12,6,0,0,15329.0,20017.0,15124.0,14997.0
2023-12-11,RevenueCenter_5,12,0,0,0,18513.0,15329.0,15660.0,14145.0
2023-12-12,RevenueCenter_5,12,1,0,0,15955.0,18513.0,16970.0,12621.0
2023-12-13,RevenueCenter_5,12,2,0,0,17919.0,15955.0,16393.0,13922.0
2023-12-14,RevenueCenter_5,12,3,0,0,17388.0,17919.0,15512.0,14289.0
2023-12-15,RevenueCenter_5,12,4,1,0,16882.0,17388.0,16990.0,14918.0
2023-12-16,RevenueCenter_5,12,5,1,0,18545.0,16882.0,20017.0,16487.0
2023-12-17,RevenueCenter_5,12,6,0,0,17652.0,18545.0,15329.0,17566.0
2023-12-18,RevenueCenter_5,12,0,0,0,15265.0,17652.0,18513.0,16217.0
2023-12-19,RevenueCenter_5,12,1,0,0,15176.0,15265.0,15955.0,13525.0
2023-12-20,RevenueCenter_5,12,2,0,0,15479.0,15176.0,17919.0,15236.0
2023-12-21,RevenueCenter_5,12,3,0,0,15669.0,15479.0,17388.0,15436.0
2023-12-22,RevenueCenter_5,12,4,1,0,14843.0,15669.0,16882.0,14880.0
2023-12-23,RevenueCenter_5,12,5,1,0,15659.0,14843.0,18545.0,16416.0
2023-12-24,RevenueCenter_5,12,6,0,0,16584.0,15659.0,17652.0,16857.0
2023-12-25,RevenueCenter_5,12,0,0,0,14986.0,16584.0,15265.0,16951.0
2023-12-26,RevenueCenter_5,12,1,0,0,15593.0,14986.0,15176.0,17929.0
2023-12-27,RevenueCenter_5,12,2,0,0,17912.0,15593.0,15479.0,17120.0
2023-12-28,RevenueCenter_5,12,3,0,0,15070.0,17912.0,15669.0,17433.0
2023-12-29,RevenueCenter_5,12,4,1,0,17664.0,15070.0,14843.0,14624.0
2023-12-30,RevenueCenter_5,12,5,1,0,16421.0,17664.0,15659.0,13631.0
2023-12-31,RevenueCenter_5,12,6,0,1,17636.0,16421.0,16584.0,16168.0
2024-01-01,RevenueCenter_5,1,0,0,1,34438.0,17636.0,14986.0,13328.0
2024-01-02,RevenueCenter_5,1,1,0,0,33122.0,34438.0,15593.0,15124.0
2024-01-03,RevenueCenter_5,1,2,0,0,30936.0,33122.0,17912.0,15660.0
2024-01-04,RevenueCenter_5,1,3,0,0,32046.0,30936.0,15070.0,16970.0
2024-01-05,RevenueCenter_5,1,4,1,0,30376.0,32046.0,17664.0,16393.0
2024-01-06,RevenueCenter_5,1,5,1,0,29774.0,30376.0,16421.0,15512.0
2024-01-07,RevenueCenter_5,1,6,0,0,29322.0,29774.0,17636.0,16990.0
2024-01-08,RevenueCenter_5,1,0,0,0,31002.0,29322.0,34438.0,20017.0
2024-01-09,RevenueCenter_5,1,1,0,0,30026.0,31002.0,33122.0,15329.0
2024-01-10,RevenueCenter_5,1,2,0,0,33922.0,30026.0,30936.0,18513.0
2024-01-11,RevenueCenter_5,1,3,0,0,31944.0,33922.0,32046.0,15955.0
2024-01-12,RevenueCenter_5,1,4,1,0,30282.0,31944.0,30376.0,17919.0
2024-01-13,RevenueCenter_5,1,5,1,0,29128.0,30282.0,29774.0,17388.0
2024-01-14,RevenueCenter_5,1,6,0,0,26656.0,29128.0,29322.0,16882.0
2024-01-15,RevenueCenter_5,1,0,0,0,29670.0,26656.0,31002.0,18545.0
2024-01-16,RevenueCenter_5,1,1,0,0,30630.0,29670.0,30026.0,17652.0
2024-01-17,RevenueCenter_5,1,2,0,0,34322.0,30630.0,33922.0,15265.0
2024-01-18,RevenueCenter_5,1,3,0,0,33312.0,34322.0,31944.0,15176.0
2024-01-19,RevenueCenter_5,1,4,1,0,30468.0,33312.0,30282.0,15479.0
2024-01-20,RevenueCenter_5,1,5,1,0,29110.0,30468.0,29128.0,15669.0
2024-01-21,RevenueCenter_5,1,6,0,0,27156.0,29110.0,26656.0,14843.0
2024-01-22,RevenueCenter_5,1,0,0,0,27802.0,27156.0,29670.0,15659.0
2024-01-23,RevenueCenter_5,1,1,0,0,27286.0,27802.0,30630.0,16584.0
2024-01-24,RevenueCenter_5,1,2,0,0,28614.0,27286.0,34322.0,14986.0
2024-01-25,RevenueCenter_5,1,3,0,0,28806.0,28614.0,33312.0,15593.0
2024-01-26,RevenueCenter_5,1,4,1,0,27972.0,28806.0,30468.0,17912.0
2024-01-27,RevenueCenter_5,1,5,1,0,32036.0,27972.0,29110.0,15070.0
2024-01-28,RevenueCenter_5,1,6,0,0,26772.0,32036.0,27156.0,17664.0
2024-01-29,RevenueCenter_5,1,0,0,0,26490.0,26772.0,27802.0,16421.0
2024-01-30,RevenueCenter_5,1,1,0,0,27422.0,26490.0,27286.0,17636.0
2024-01-31,RevenueCenter_5,1,2,0,0,29510.0,27422.0,28614.0,34438.0
2024-02-01,RevenueCenter_5,2,3,0,0,30342.0,29510.0,28806.0,33122.0
2024-02-02,RevenueCenter_5,2,4,1,0,29336.0,30342.0,27972.0,30936.0
2024-02-03,RevenueCenter_5,2,5,1,0,21282.0,29336.0,32036.0,32046.0
2024-02-04,RevenueCenter_5,2,6,0,0,23032.0,21282.0,26772.0,30376.0
2024-02-05,RevenueCenter_5,2,0,0,0,27204.0,23032.0,26490.0,29774.0
2024-02-06,RevenueCenter_5,2,1,0,0,35640.0,27204.0,27422.0,29322.0
2024-02-07,RevenueCenter_5,2,2,0,0,34772.0,35640.0,29510.0,31002.0
2024-02-08,RevenueCenter_5,2,3,0,0,34181.0,34772.0,30342.0,30026.0
2024-02-09,RevenueCenter_5,2,4,1,0,23562.0,34181.0,29336.0,33922.0
2024-02-10,RevenueCenter_5,2,5,1,0,28432.0,23562.0,21282.0,31944.0
2024-02-11,RevenueCenter_5,2,6,0,0,31318.0,28432.0,23032.0,30282.0
2024-02-12,RevenueCenter_5,2,0,0,0,29836.0,31318.0,27204.0,29128.0
2024-02-13,RevenueCenter_5,2,1,0,0,30140.0,29836.0,35640.0,26656.0
2024-02-14,RevenueCenter_5,2,2,0,0,30586.0,30140.0,34772.0,29670.0
2024-02-15,RevenueCenter_5,2,3,0,0,30776.0,30586.0,34181.0,30630.0
2024-02-16,RevenueCenter_5,2,4,1,0,24318.0,30776.0,23562.0,34322.0
2024-02-17,RevenueCenter_5,2,5,1,0,22138.0,24318.0,28432.0,33312.0
2024-02-18,RevenueCenter_5,2,6,0,0,23216.0,22138.0,31318.0,30468.0
2024-02-19,RevenueCenter_5,2,0,0,0,29224.0,23216.0,29836.0,29110.0
2024-02-20,RevenueCenter_5,2,1,0,0,31296.0,29224.0,30140.0,27156.0
2024-02-21,RevenueCenter_5,2,2,0,0,32451.0,31296.0,30586.0,27802.0
2024-02-22,RevenueCenter_5,2,3,0,0,32594.0,32451.0,30776.0,27286.0
2024-02-23,RevenueCenter_5,2,4,1,0,32146.0,32594.0,24318.0,28614.0
2024-02-24,RevenueCenter_5,2,5,1,0,30656.0,32146.0,22138.0,28806.0
2024-02-25,RevenueCenter_5,2,6,0,0,26406.0,30656.0,23216.0,27972.0
2024-02-26,RevenueCenter_5,2,0,0,0,27096.0,26406.0,29224.0,32036.0
2024-02-27,RevenueCenter_5,2,1,0,0,28752.0,27096.0,31296.0,26772.0
2024-02-28,RevenueCenter_5,2,2,0,0,31990.0,28752.0,32451.0,26490.0
2024-02-29,RevenueCenter_5,2,3,0,0,30688.0,31990.0,32594.0,27422.0
2024-03-01,RevenueCenter_5,3,4,1,0,30976.0,30688.0,32146.0,29510.0
2024-03-02,RevenueCenter_5,3,5,1,0,30478.0,30976.0,30656.0,30342.0
2024-03-03,RevenueCenter_5,3,6,0,0,29210.0,30478.0,26406.0,29336.0
2024-03-04,RevenueCenter_5,3,0,0,0,27066.0,29210.0,27096.0,21282.0
2024-03-05,RevenueCenter_5,3,1,0,0,27896.0,27066.0,28752.0,23032.0
2024-03-06,RevenueCenter_5,3,2,0,0,29210.0,27896.0,31990.0,27204.0
2024-03-07,RevenueCenter_5,3,3,0,0,25120.0,29210.0,30688.0,35640.0
2024-03-08,RevenueCenter_5,3,4,1,0,25050.0,25120.0,30976.0,34772.0
2024-03-09,RevenueCenter_5,3,5,1,0,18474.0,25050.0,30478.0,34181.0
2024-03-10,RevenueCenter_5,3,6,0,0,15310.0,18474.0,29210.0,23562.0
2024-03-11,RevenueCenter_5,3,0,0,1,22438.0,15310.0,27066.0,28432.0
2024-03-12,RevenueCenter_5,3,1,0,0,19040.0,22438.0,27896.0,31318.0
2024-03-13,RevenueCenter_5,3,2,0,0,14894.0,19040.0,29210.0,29836.0
2024-03-14,RevenueCenter_5,3,3,0,0,12918.0,14894.0,25120.0,30140.0
2024-03-15,RevenueCenter_5,3,4,1,0,14500.0,12918.0,25050.0,30586.0
2024-03-16,RevenueCenter_5,3,5,1,0,14372.0,14500.0,18474.0,30776.0
2024-03-17,RevenueCenter_5,3,6,0,0,17118.0,14372.0,15310.0,24318.0
2024-03-18,RevenueCenter_5,3,0,0,0,17556.0,17118.0,22438.0,22138.0
2024-03-19,RevenueCenter_5,3,1,0,0,21914.0,17556.0,19040.0,23216.0
2024-03-20,RevenueCenter_5,3,2,0,0,22630.0,21914.0,14894.0,29224.0
2024-03-21,RevenueCenter_5,3,3,0,0,23850.0,22630.0,12918.0,31296.0
2024-03-22,RevenueCenter_5,3,4,1,0,12051.0,23850.0,14500.0,32451.0
2024-03-23,RevenueCenter_5,3,5,1,0,15614.0,12051.0,14372.0,32594.0
2024-03-24,RevenueCenter_5,3,6,0,0,11999.0,15614.0,17118.0,32146.0
2024-03-25,RevenueCenter_5,3,0,0,0,12848.0,11999.0,17556.0,30656.0
2024-03-26,RevenueCenter_5,3,1,0,0,14288.0,12848.0,21914.0,26406.0
2024-03-27,RevenueCenter_5,3,2,0,0,14291.0,14288.0,22630.0,27096.0
2024-03-28,RevenueCenter_5,3,3,0,0,13513.0,14291.0,23850.0,28752.0
2024-03-29,RevenueCenter_5,3,4,1,0,13438.0,13513.0,12051.0,31990.0
2024-03-30,RevenueCenter_5,3,5,1,0,14268.0,13438.0,15614.0,30688.0
2024-03-31,RevenueCenter_5,3,6,0,0,15120.0,14268.0,11999.0,30976.0
2024-04-01,RevenueCenter_5,4,0,0,0,10887.0,15120.0,12848.0,30478.0
2024-04-02,RevenueCenter_5,4,1,0,0,9579.0,10887.0,14288.0,29210.0
2024-04-03,RevenueCenter_5,4,2,0,0,10358.0,9579.0,14291.0,27066.0
2024-04-04,RevenueCenter_5,4,3,0,0,9498.0,10358.0,13513.0,27896.0
2024-04-05,RevenueCenter_5,4,4,1,0,16183.0,9498.0,13438.0,29210.0
2024-04-06,RevenueCenter_5,4,5,1,0,16015.0,16183.0,14268.0,25120.0
2024-04-07,RevenueCenter_5,4,6,0,0,14388.0,16015.0,15120.0,25050.0
2024-04-08,RevenueCenter_5,4,0,0,1,9754.0,14388.0,10887.0,18474.0
2024-04-09,RevenueCenter_5,4,1,0,1,12272.0,9754.0,9579.0,15310.0
2024-04-10,RevenueCenter_5,4,2,0,1,12485.0,12272.0,10358.0,22438.0
2024-04-11,RevenueCenter_5,4,3,0,1,15404.0,12485.0,9498.0,19040.0
2024-04-12,RevenueCenter_5,4,4,1,1,17018.0,15404.0,16183.0,14894.0
2024-04-13,RevenueCenter_5,4,5,1,0,18324.0,17018.0,16015.0,12918.0
2024-04-14,RevenueCenter_5,4,6,0,0,16731.0,18324.0,14388.0,14500.0
2024-04-15,RevenueCenter_5,4,0,0,0,15738.0,16731.0,9754.0,14372.0
2024-04-16,RevenueCenter_5,4,1,0,0,13255.0,15738.0,12272.0,17118.0
2024-04-17,RevenueCenter_5,4,2,0,0,15053.0,13255.0,12485.0,17556.0
2024-04-18,RevenueCenter_5,4,3,0,0,12815.0,15053.0,15404.0,21914.0
2024-04-19,RevenueCenter_5,4,4,1,0,13137.0,12815.0,17018.0,22630.0
2024-04-20,RevenueCenter_5,4,5,1,0,13589.0,13137.0,18324.0,23850.0
2024-04-21,RevenueCenter_5,4,6,0,0,11688.0,13589.0,16731.0,12051.0
2024-04-22,RevenueCenter_5,4,0,0,0,13251.0,11688.0,15738.0,15614.0
2024-04-23,RevenueCenter_5,4,1,0,0,14712.0,13251.0,13255.0,11999.0
2024-04-24,RevenueCenter_5,4,2,0,0,12365.0,14712.0,15053.0,12848.0
2024-04-25,RevenueCenter_5,4,3,0,0,13807.0,12365.0,12815.0,14288.0
2024-04-26,RevenueCenter_5,4,4,1,0,12776.0,13807.0,13137.0,14291.0
2024-04-27,RevenueCenter_5,4,5,1,0,15429.0,12776.0,13589.0,13513.0
2024-04-28,RevenueCenter_5,4,6,0,0,12200.0,15429.0,11688.0,13438.0
2024-04-29,RevenueCenter_5,4,0,0,0,12362.0,12200.0,13251.0,14268.0
2024-04-30,RevenueCenter_5,4,1,0,0,12496.0,12362.0,14712.0,15120.0
2023-02-03,RevenueCenter_6,2,4,1,0,74.0,267.0,110.0,93.0
2023-02-04,RevenueCenter_6,2,5,1,0,60.0,74.0,122.0,0.0
2023-02-05,RevenueCenter_6,2,6,0,0,424.0,60.0,247.0,365.0
2023-02-06,RevenueCenter_6,2,0,0,0,477.0,424.0,80.0,853.0
2023-02-07,RevenueCenter_6,2,1,0,0,248.0,477.0,0.0,341.0
2023-02-08,RevenueCenter_6,2,2,0,0,412.0,248.0,72.0,47.0
2023-02-09,RevenueCenter_6,2,3,0,0,280.0,412.0,267.0,207.0
2023-02-10,RevenueCenter_6,2,4,1,0,431.0,280.0,74.0,280.0
2023-02-11,RevenueCenter_6,2,5,1,0,421.0,431.0,60.0,100.0
2023-02-12,RevenueCenter_6,2,6,0,0,338.0,421.0,424.0,0.0
2023-02-13,RevenueCenter_6,2,0,0,0,1228.0,338.0,477.0,0.0
2023-02-14,RevenueCenter_6,2,1,0,0,85.0,1228.0,248.0,30.0
2023-02-15,RevenueCenter_6,2,2,0,0,369.0,85.0,412.0,30.0
2023-02-16,RevenueCenter_6,2,3,0,0,80.0,369.0,280.0,0.0
2023-02-17,RevenueCenter_6,2,4,1,0,86.0,80.0,431.0,0.0
2023-02-18,RevenueCenter_6,2,5,1,0,56.0,86.0,421.0,30.0
2023-02-19,RevenueCenter_6,2,6,0,0,256.0,56.0,338.0,216.0
2023-02-20,RevenueCenter_6,2,0,0,0,0.0,256.0,1228.0,163.0
2023-02-21,RevenueCenter_6,2,1,0,0,0.0,0.0,85.0,0.0
2023-02-22,RevenueCenter_6,2,2,0,0,120.0,0.0,369.0,0.0
2023-02-23,RevenueCenter_6,2,3,0,0,404.0,120.0,80.0,283.0
2023-02-24,RevenueCenter_6,2,4,1,0,293.0,404.0,86.0,46.0
2023-02-25,RevenueCenter_6,2,5,1,0,248.0,293.0,56.0,60.0
2023-02-26,RevenueCenter_6,2,6,0,0,42.5,248.0,256.0,110.0
2023-02-27,RevenueCenter_6,2,0,0,0,672.0,42.5,0.0,122.0
2023-02-28,RevenueCenter_6,2,1,0,0,558.0,672.0,0.0,247.0
2023-03-01,RevenueCenter_6,3,2,0,0,156.0,558.0,120.0,80.0
2023-03-02,RevenueCenter_6,3,3,0,0,203.0,156.0,404.0,0.0
2023-03-03,RevenueCenter_6,3,4,1,0,117.0,203.0,293.0,72.0
2023-03-04,RevenueCenter_6,3,5,1,0,344.5,117.0,248.0,267.0
2023-03-05,RevenueCenter_6,3,6,0,0,278.0,344.5,42.5,74.0
2023-03-06,RevenueCenter_6,3,0,0,0,235.0,278.0,672.0,60.0
2023-03-07,RevenueCenter_6,3,1,0,0,1004.0,235.0,558.0,424.0
2023-03-08,RevenueCenter_6,3,2,0,0,371.0,1004.0,156.0,477.0
2023-03-09,RevenueCenter_6,3,3,0,0,252.0,371.0,203.0,248.0
2023-03-10,RevenueCenter_6,3,4,1,0,290.0,252.0,117.0,412.0
2023-03-11,RevenueCenter_6,3,5,1,0,838.5,290.0,344.5,280.0
2023-03-12,RevenueCenter_6,3,6,0,0,472.0,838.5,278.0,431.0
2023-03-13,RevenueCenter_6,3,0,0,0,318.0,472.0,235.0,421.0
2023-03-14,RevenueCenter_6,3,1,0,0,833.25,318.0,1004.0,338.0
2023-03-15,RevenueCenter_6,3,2,0,0,0.0,833.25,371.0,1228.0
2023-03-16,RevenueCenter_6,3,3,0,0,164.5,0.0,252.0,85.0
2023-03-17,RevenueCenter_6,3,4,1,0,260.0,164.5,290.0,369.0
2023-03-18,RevenueCenter_6,3,5,1,0,111.0,260.0,838.5,80.0
2023-03-19,RevenueCenter_6,3,6,0,0,81.0,111.0,472.0,86.0
2023-03-20,RevenueCenter_6,3,0,0,0,0.0,81.0,318.0,56.0
2023-03-21,RevenueCenter_6,3,1,0,0,0.0,0.0,833.25,256.0
2023-03-22,RevenueCenter_6,3,2,0,0,65.0,0.0,0.0,0.0
2023-03-23,RevenueCenter_6,3,3,0,1,0.0,65.0,164.5,0.0
2023-03-24,RevenueCenter_6,3,4,1,0,0.0,0.0,260.0,120.0
2023-03-25,RevenueCenter_6,3,5,1,0,0.0,0.0,111.0,404.0
2023-03-26,RevenueCenter_6,3,6,0,0,0.0,0.0,81.0,293.0
2023-03-27,RevenueCenter_6,3,0,0,0,0.0,0.0,0.0,248.0
2023-03-28,RevenueCenter_6,3,1,0,0,0.0,0.0,0.0,42.5
2023-03-29,RevenueCenter_6,3,2,0,0,0.0,0.0,65.0,672.0
2023-03-30,RevenueCenter_6,3,3,0,0,0.0,0.0,0.0,558.0
2023-03-31,RevenueCenter_6,3,4,1,0,0.0,0.0,0.0,156.0
2023-04-01,RevenueCenter_6,4,5,1,0,0.0,0.0,0.0,203.0
2023-04-02,RevenueCenter_6,4,6,0,0,0.0,0.0,0.0,117.0
2023-04-03,RevenueCenter_6,4,0,0,0,0.0,0.0,0.0,344.5
2023-04-04,RevenueCenter_6,4,1,0,0,0.0,0.0,0.0,278.0
2023-04-05,RevenueCenter_6,4,2,0,0,0.0,0.0,0.0,235.0
2023-04-06,RevenueCenter_6,4,3,0,0,0.0,0.0,0.0,1004.0
2023-04-07,RevenueCenter_6,4,4,1,0,0.0,0.0,0.0,371.0
2023-04-08,RevenueCenter_6,4,5,1,0,0.0,0.0,0.0,252.0
2023-04-09,RevenueCenter_6,4,6,0,0,0.0,0.0,0.0,290.0
2023-04-10,RevenueCenter_6,4,0,0,0,0.0,0.0,0.0,838.5
2023-04-11,RevenueCenter_6,4,1,0,0,0.0,0.0,0.0,472.0
